"Timestamp","Bid_Open","Bid_High","Bid_Low","Bid_Close","Bid_Volume","Ask_Open","Ask_High","Ask_Low","Ask_Close","Ask_Volume","Class"
NA,0.93836,0.9394,0.93767,0.9382,1026.12,0.93864,0.94014,0.93819,0.93906,988.72,"True"
NA,0.9382,0.93966,0.9377,0.93789,640.33,0.93885,0.94028,0.93846,0.9387,520.84,"False"
NA,0.93797,0.93884,0.93779,0.93849,356.49,0.9387,0.9396,0.93853,0.93956,354.44,"True"
NA,0.93849,0.93919,0.93841,0.93879,391.29,0.93956,0.93977,0.93913,0.93959,340.12,"True"
NA,0.93878,0.93992,0.93858,0.93942,614.02,0.93976,0.94066,0.93872,0.94021,594.91,"True"
NA,0.93919,0.9411,0.9381,0.94083,1113.74,0.9402,0.94183,0.93923,0.9415,960.88,"True"
NA,0.94083,0.94117,0.93998,0.94065,922.32,0.94151,0.94216,0.94035,0.94205,969.34,"False"
NA,0.94071,0.94115,0.9393,0.94043,460.01,0.94202,0.94202,0.9405,0.94134,458.32,"False"
NA,0.94017,0.94106,0.93903,0.93947,789.23,0.94163,0.94194,0.94004,0.94112,727.06,"False"
NA,0.93941,0.94098,0.93452,0.93842,2643.6299,0.94113,0.94166,0.93532,0.93895,1978.86,"False"
NA,0.93817,0.93934,0.9363,0.93927,4004.29,0.93908,0.93997,0.93662,0.93989,3558.1499,"True"
NA,0.93927,0.94021,0.93812,0.93945,3197.6399,0.93968,0.94068,0.93846,0.93981,3348.99,"True"
NA,0.93945,0.9404,0.9389,0.94013,2348.8301,0.93981,0.94088,0.93939,0.94031,2397.8101,"False"
NA,0.94013,0.94014,0.93921,0.93984,1865.4,0.94035,0.94044,0.93959,0.94005,1981.39,"True"
NA,0.93984,0.9404,0.93915,0.93924,2431.51,0.94005,0.94084,0.9395,0.9395,2059.9399,"True"
NA,0.93924,0.94077,0.93898,0.93997,3179.5901,0.9395,0.94127,0.93918,0.94029,3097.3301,"False"
NA,0.93997,0.93998,0.93933,0.93938,2529.8201,0.94029,0.94034,0.93958,0.93962,2332,"True"
NA,0.93938,0.94067,0.93856,0.94067,2291.4199,0.93963,0.94079,0.93891,0.94079,2369.1499,"False"
NA,0.9404,0.94054,0.93904,0.94052,1219.9301,0.94065,0.94084,0.93976,0.94084,831.55,"True"
NA,0.94052,0.94073,0.93948,0.93948,1014.41,0.94083,0.94106,0.93996,0.93998,886.41,"False"
NA,0.93949,0.94019,0.93949,0.9401,804.71,0.94001,0.94057,0.93991,0.94051,872.59,"True"
NA,0.94009,0.94027,0.93951,0.94024,680.76,0.94051,0.94051,0.93977,0.94046,725.31,"True"
NA,0.94024,0.94052,0.93989,0.94015,815.61,0.94047,0.94077,0.94014,0.94057,953.53,"False"
NA,0.94015,0.94018,0.93953,0.93958,751.99,0.94058,0.9406,0.93991,0.93998,787.64,"False"
NA,0.93948,0.93971,0.93853,0.93959,937.84,0.94016,0.94016,0.93877,0.93993,988.81,"False"
NA,0.93959,0.93976,0.93915,0.93938,1144.87,0.93993,0.94,0.93949,0.9398,1033.4301,"True"
